Orthogroup	gila	anole
OG0000306	augTM-ENSACAT00000004568-2	ENSACAT00000004568
OG0000307	augTMR-ENSACAT00000000007-2	ENSACAT00000047423, ENSACAT00000000007
OG0000308	augTMR-ENSACAT00000015204-0	ENSACAT00000015204, ENSACAT00000037432, ENSACAT00000056684, ENSACAT00000048120, ENSACAT00000045021, ENSACAT00000039888, ENSACAT00000050051, ENSACAT00000043730
OG0000309	augTMR-ENSACAT00000010606-0	ENSACAT00000010606, ENSACAT00000056188, ENSACAT00000053896, ENSACAT00000053534, ENSACAT00000050353, ENSACAT00000050537
OG0000310	ENSACAT00000012598-0	ENSACAT00000012598
OG0000311	augTM-ENSACAT00000013983-1	ENSACAT00000013983, ENSACAT00000046220, ENSACAT00000047970
OG0000311	augTM-ENSACAT00000012913-0	ENSACAT00000012913, ENSACAT00000039614
OG0000312	ENSACAT00000030601-0	ENSACAT00000018043, ENSACAT00000030601
OG0000313	augTMR-ENSACAT00000026419-0	ENSACAT00000005692
OG0000314	augTM-ENSACAT00000015665-0	ENSACAT00000015665, ENSACAT00000053814
OG0000316	augTMR-ENSACAT00000004853-0	ENSACAT00000044970, ENSACAT00000041388, ENSACAT00000029782, ENSACAT00000030875, ENSACAT00000040898, ENSACAT00000004853, ENSACAT00000017214
OG0000317	augTMR-ENSACAT00000029712-0	ENSACAT00000058567, ENSACAT00000045171
OG0000318	ENSACAT00000011785-0	ENSACAT00000011785
OG0000319	ENSACAT00000000284-0	ENSACAT00000048356, ENSACAT00000045047, ENSACAT00000000284
OG0000320	augTM-ENSACAT00000002499-1	ENSACAT00000048556
OG0000321	augTM-ENSACAT00000011707-0	ENSACAT00000011707, ENSACAT00000043895
OG0000322	ENSACAT00000005955-0	ENSACAT00000005955
OG0000322	ENSACAT00000002889-0	ENSACAT00000052834
OG0000323	augTM-ENSACAT00000007172-0	ENSACAT00000007172
OG0000323	augTM-ENSACAT00000003860-0	ENSACAT00000003860
OG0000324	augTM-ENSACAT00000005428-0	ENSACAT00000057595, ENSACAT00000046292, ENSACAT00000038715, ENSACAT00000057198, ENSACAT00000048246, ENSACAT00000044450, ENSACAT00000005428
OG0000327	ENSACAT00000000660-0	ENSACAT00000050610, ENSACAT00000038420, ENSACAT00000000660
OG0000328	augCGP-12891.t1	ENSACAT00000014146, ENSACAT00000025669, ENSACAT00000043519, ENSACAT00000008172, ENSACAT00000006490, ENSACAT00000033987, ENSACAT00000046333, ENSACAT00000052926
OG0000329	augTM-ENSACAT00000014647-0	ENSACAT00000014647
OG0000331	augTM-ENSACAT00000012115-0	ENSACAT00000014173
OG0000332	augTM-ENSACAT00000011992-0	ENSACAT00000011992, ENSACAT00000039196
OG0000333	augTM-ENSACAT00000011962-0	ENSACAT00000054683, ENSACAT00000051860, ENSACAT00000058667, ENSACAT00000011962
OG0000335	augTMR-ENSACAT00000001743-1	ENSACAT00000057618
OG0000340	ENSACAT00000030737-0	ENSACAT00000004399, ENSACAT00000056436, ENSACAT00000004394, ENSACAT00000004401, ENSACAT00000038247, ENSACAT00000058111, ENSACAT00000030737
OG0000343	ENSACAT00000009680-0	ENSACAT00000052759, ENSACAT00000050501, ENSACAT00000009680, ENSACAT00000054074, ENSACAT00000044636, ENSACAT00000051904
OG0000344	ENSACAT00000005512-0	ENSACAT00000005512
OG0000344	augTMR-ENSACAT00000029694-0, augTM-ENSACAT00000013043-0	ENSACAT00000029694
OG0000344	ENSACAT00000002285-0	ENSACAT00000002285
OG0000345	ENSACAT00000008469-0	ENSACAT00000008469
OG0000345	ENSACAT00000015236-0	ENSACAT00000015236
OG0000346	augTM-ENSACAT00000006242-0	ENSACAT00000040583, ENSACAT00000003485, ENSACAT00000057444, ENSACAT00000037603
OG0000347	ENSACAT00000011798-0	ENSACAT00000011798
OG0000348	augTM-ENSACAT00000013455-1	ENSACAT00000051410, ENSACAT00000028286, ENSACAT00000040017, ENSACAT00000010359, ENSACAT00000037913, ENSACAT00000058788, ENSACAT00000013455
OG0000349	augTM-ENSACAT00000007927-3	ENSACAT00000041026, ENSACAT00000007927
OG0000351	augTM-ENSACAT00000009917-0	ENSACAT00000009917
OG0000351	augTMR-ENSACAT00000010804-1	ENSACAT00000057702
OG0000352	augTM-ENSACAT00000008804-0	ENSACAT00000008804
OG0000352	augTM-ENSACAT00000009278-1	ENSACAT00000009278
OG0000352	augTMR-ENSACAT00000015274-2	ENSACAT00000015274
OG0000354	ENSACAT00000005310-0	ENSACAT00000050514
OG0000354	augTM-ENSACAT00000002353-0, augTM-ENSACAT00000005881-0	ENSACAT00000048265, ENSACAT00000057671
OG0000355	augTMR-ENSACAT00000023062-0	ENSACAT00000048969, ENSACAT00000039970, ENSACAT00000037800, ENSACAT00000023062, ENSACAT00000039051
OG0000356	augTMR-ENSACAT00000005632-3	ENSACAT00000058478, ENSACAT00000005632, ENSACAT00000042210
OG0000357	augTM-ENSACAT00000012852-2	ENSACAT00000039498
OG0000357	augTM-ENSACAT00000014358-0	ENSACAT00000014358
OG0000357	ENSACAT00000011699-1	ENSACAT00000011699
OG0000358	ENSACAT00000004607-1	ENSACAT00000004607
OG0000358	augTM-ENSACAT00000008470-1	ENSACAT00000008470, ENSACAT00000049964
OG0000358	augTM-ENSACAT00000014285-1	ENSACAT00000014285
OG0000360	ENSACAT00000015615-0	ENSACAT00000052021, ENSACAT00000036589, ENSACAT00000039401, ENSACAT00000037139, ENSACAT00000015615, ENSACAT00000044611, ENSACAT00000040641
OG0000361	augTM-ENSACAT00000025405-1, augTM-ENSACAT00000017281-1	ENSACAT00000017281
OG0000362	augTM-ENSACAT00000015440-0	ENSACAT00000041147, ENSACAT00000051771, ENSACAT00000015440
OG0000363	augTM-ENSACAT00000016699-0	ENSACAT00000017610, ENSACAT00000044894, ENSACAT00000049277, ENSACAT00000041679, ENSACAT00000039589, ENSACAT00000057538, ENSACAT00000047298
OG0000364	augTM-ENSACAT00000007214-1	ENSACAT00000038700, ENSACAT00000052404, ENSACAT00000007214, ENSACAT00000052150, ENSACAT00000048779
OG0000365	augTM-ENSACAT00000013810-0	ENSACAT00000002246
OG0000367	augTM-ENSACAT00000015313-0	ENSACAT00000056263, ENSACAT00000039663
OG0000368	augTMR-ENSACAT00000000713-0	ENSACAT00000000713
OG0000369	ENSACAT00000003244-0	ENSACAT00000003244
OG0000369	ENSACAT00000014334-0	ENSACAT00000014334
OG0000370	ENSACAT00000030288-1, ENSACAT00000017298-1	ENSACAT00000030288, ENSACAT00000017298
OG0000370	augTMR-ENSACAT00000005539-0	ENSACAT00000005539
OG0000371	augTM-ENSACAT00000006252-0	ENSACAT00000006252
OG0000371	augCGP-12025.t1, augTM-ENSACAT00000000740-0	ENSACAT00000000740
OG0000371	augTM-ENSACAT00000017026-0	ENSACAT00000017026
OG0000372	ENSACAT00000007059-1	ENSACAT00000007059
OG0000372	augTMR-ENSACAT00000014634-0	ENSACAT00000014634
OG0000372	ENSACAT00000010304-1	ENSACAT00000010304, ENSACAT00000052928
OG0000373	ENSACAT00000012052-0	ENSACAT00000012052
OG0000374	ENSACAT00000001431-0	ENSACAT00000001431
OG0000374	augTMR-ENSACAT00000015156-0	ENSACAT00000015156
OG0000374	ENSACAT00000018016-0	ENSACAT00000018016
OG0000375	augTM-ENSACAT00000002307-0	ENSACAT00000010549, ENSACAT00000054956
OG0000375	augTM-ENSACAT00000027761-0	ENSACAT00000027761
OG0000376	augTM-ENSACAT00000029387-15	ENSACAT00000053907, ENSACAT00000047161, ENSACAT00000038414, ENSACAT00000011328, ENSACAT00000011253, ENSACAT00000030619, ENSACAT00000053299, ENSACAT00000029447
OG0000378	augTMR-ENSACAT00000007392-0	ENSACAT00000040474, ENSACAT00000045965, ENSACAT00000007392
OG0000379	augTMR-ENSACAT00000007552-0	ENSACAT00000057540
OG0000380	ENSACAT00000030048-2	ENSACAT00000030048, ENSACAT00000016818
OG0000380	augTM-ENSACAT00000030439-1, augTMR-ENSACAT00000004020-1	ENSACAT00000004020
OG0000381	augTM-ENSACAT00000008181-3	ENSACAT00000008181
OG0000381	ENSACAT00000009518-3	ENSACAT00000009518
OG0000382	augTM-ENSACAT00000002469-0, ENSACAT00000006095-0, augTM-ENSACAT00000029279-0	ENSACAT00000041663, ENSACAT00000048596, ENSACAT00000006095, ENSACAT00000029279
OG0000383	augTM-ENSACAT00000004265-0	ENSACAT00000004265
OG0000384	augTMR-ENSACAT00000004961-0	ENSACAT00000004961
OG0000384	ENSACAT00000013777-0	ENSACAT00000051803, ENSACAT00000013777
OG0000385	augTM-ENSACAT00000011802-0	ENSACAT00000038758, ENSACAT00000044623, ENSACAT00000039240, ENSACAT00000057891, ENSACAT00000011802, ENSACAT00000038378, ENSACAT00000038124
OG0000386	ENSACAT00000006023-0	ENSACAT00000056092
OG0000386	ENSACAT00000002328-1, augTM-ENSACAT00000011913-0	ENSACAT00000011913
OG0000387	ENSACAT00000029962-0	ENSACAT00000017995, ENSACAT00000054106
OG0000387	ENSACAT00000017995-0	ENSACAT00000046831
OG0000388	ENSACAT00000025000-0	ENSACAT00000028823, ENSACAT00000038731, ENSACAT00000057627, ENSACAT00000054267, ENSACAT00000048966, ENSACAT00000052015, ENSACAT00000025000
OG0000389	augTMR-ENSACAT00000029859-0, augTM-ENSACAT00000009391-0	ENSACAT00000051099, ENSACAT00000009391, ENSACAT00000039967, ENSACAT00000036793, ENSACAT00000052873, ENSACAT00000029859
OG0000390	augTM-ENSACAT00000022039-15	ENSACAT00000045381, ENSACAT00000056196, ENSACAT00000055474, ENSACAT00000016781, ENSACAT00000052500, ENSACAT00000045390, ENSACAT00000047482, ENSACAT00000016779
OG0000391	augCGP-8026.t1	ENSACAT00000055643, ENSACAT00000052785, ENSACAT00000038553, ENSACAT00000058175, ENSACAT00000038042, ENSACAT00000046810, ENSACAT00000000161
OG0000392	augTM-ENSACAT00000021033-0	ENSACAT00000021033, ENSACAT00000037296, ENSACAT00000021125, ENSACAT00000057904, ENSACAT00000046777, ENSACAT00000000128, ENSACAT00000039327, ENSACAT00000000127
OG0000393	augTMR-ENSACAT00000016327-0	ENSACAT00000056169, ENSACAT00000050746, ENSACAT00000016327, ENSACAT00000050033
OG0000393	augTM-ENSACAT00000016256-0	ENSACAT00000016256
OG0000396	ENSACAT00000004294-0	ENSACAT00000004294
OG0000397	ENSACAT00000030581-0, ENSACAT00000001723-0	ENSACAT00000057545, ENSACAT00000030581
OG0000399	ENSACAT00000008932-0	ENSACAT00000049236, ENSACAT00000008932
OG0000400	augTM-ENSACAT00000011186-0	ENSACAT00000040210, ENSACAT00000046402, ENSACAT00000011186, ENSACAT00000051724, ENSACAT00000052804
OG0000401	ENSACAT00000006556-0	ENSACAT00000006556
OG0000402	augTMR-ENSACAT00000016610-0	ENSACAT00000016610
OG0000402	ENSACAT00000002636-0	ENSACAT00000002636
OG0000402	ENSACAT00000012009-0	ENSACAT00000012009
OG0000403	augTM-ENSACAT00000012616-0	ENSACAT00000041266, ENSACAT00000054480, ENSACAT00000046361, ENSACAT00000047954, ENSACAT00000012616, ENSACAT00000056009, ENSACAT00000048053
OG0000404	augTM-ENSACAT00000013599-0	ENSACAT00000058431, ENSACAT00000044718, ENSACAT00000013599, ENSACAT00000036642, ENSACAT00000042836
OG0000405	augTM-ENSACAT00000004711-0, augTM-ENSACAT00000029919-0	ENSACAT00000029919, ENSACAT00000004711
OG0000405	augTM-ENSACAT00000016886-1	ENSACAT00000016886
OG0000406	augTM-ENSACAT00000012735-0	ENSACAT00000044715, ENSACAT00000056834, ENSACAT00000012735, ENSACAT00000050389, ENSACAT00000042250, ENSACAT00000042950, ENSACAT00000036703
OG0000407	augTM-ENSACAT00000004657-0	ENSACAT00000047580, ENSACAT00000046345, ENSACAT00000037945, ENSACAT00000044591, ENSACAT00000043490, ENSACAT00000047971, ENSACAT00000056014
OG0000408	ENSACAT00000025164-1	ENSACAT00000025164
OG0000409	augTM-ENSACAT00000007111-0	ENSACAT00000007111, ENSACAT00000053454, ENSACAT00000046376, ENSACAT00000054062
OG0000410	augTM-ENSACAT00000002956-0	ENSACAT00000002956
OG0000410	augTMR-ENSACAT00000002231-1	ENSACAT00000057415
OG0000410	augTM-ENSACAT00000006421-0	ENSACAT00000006421
OG0000411	augTM-ENSACAT00000021129-1	ENSACAT00000021129, ENSACAT00000027553
OG0000412	ENSACAT00000007233-1	ENSACAT00000007233
OG0000412	augTMR-ENSACAT00000030289-0, ENSACAT00000007119-0	ENSACAT00000007119
OG0000412	augTM-ENSACAT00000003307-1	ENSACAT00000003307
OG0000413	augTM-ENSACAT00000029130-2	ENSACAT00000048138, ENSACAT00000057397, ENSACAT00000049531, ENSACAT00000054336, ENSACAT00000038756, ENSACAT00000045223
OG0000414	augTM-ENSACAT00000015796-0	ENSACAT00000039640, ENSACAT00000055139, ENSACAT00000046887, ENSACAT00000052579, ENSACAT00000037485, ENSACAT00000015796, ENSACAT00000037956
OG0000415	ENSACAT00000002721-0	ENSACAT00000049528, ENSACAT00000039213, ENSACAT00000037300, ENSACAT00000002721
OG0000417	ENSACAT00000008290-2	ENSACAT00000039412, ENSACAT00000051986, ENSACAT00000042860, ENSACAT00000008290
OG0000418	ENSACAT00000003218-0	ENSACAT00000039649, ENSACAT00000056849, ENSACAT00000003218
OG0000418	ENSACAT00000007060-0	ENSACAT00000049975
OG0000420	augTMR-ENSACAT00000012783-3	ENSACAT00000055416
OG0000420	ENSACAT00000010944-1	ENSACAT00000037462, ENSACAT00000048828, ENSACAT00000010944
OG0000421	augTM-ENSACAT00000017820-1	ENSACAT00000043130, ENSACAT00000050707
OG0000422	augTM-ENSACAT00000030407-0, augTM-ENSACAT00000000990-0	ENSACAT00000000990
OG0000422	ENSACAT00000030385-0	ENSACAT00000030385
OG0000422	augTM-ENSACAT00000009747-0	ENSACAT00000009747
OG0000423	augTMR-ENSACAT00000030647-1, ENSACAT00000015266-1	ENSACAT00000015266
OG0000423	augTMR-ENSACAT00000001802-1	ENSACAT00000052940, ENSACAT00000001802
OG0000424	ENSACAT00000017082-0	ENSACAT00000017082, ENSACAT00000056499, ENSACAT00000038824
OG0000425	augTM-ENSACAT00000010575-0	ENSACAT00000010575
OG0000428	ENSACAT00000007010-0	ENSACAT00000007010, ENSACAT00000048195, ENSACAT00000051957, ENSACAT00000049027, ENSACAT00000056681, ENSACAT00000053526
OG0000430	augTMR-ENSACAT00000013836-0	ENSACAT00000036668, ENSACAT00000013836, ENSACAT00000055354, ENSACAT00000045249, ENSACAT00000049439, ENSACAT00000039334, ENSACAT00000051109, ENSACAT00000036908
OG0000432	augTM-ENSACAT00000008234-0	ENSACAT00000038127, ENSACAT00000008234
OG0000432	augTMR-ENSACAT00000001511-0	ENSACAT00000037756
OG0000432	ENSACAT00000001028-0	ENSACAT00000001028
OG0000433	ENSACAT00000003546-0	ENSACAT00000003546
OG0000433	ENSACAT00000022853-2	ENSACAT00000022853
OG0000433	augTM-ENSACAT00000006050-0	ENSACAT00000006050
OG0000435	augTM-ENSACAT00000010124-0	ENSACAT00000010124, ENSACAT00000045183
OG0000435	augTM-ENSACAT00000006562-0	ENSACAT00000006562
OG0000436	ENSACAT00000002625-0	ENSACAT00000002625
OG0000436	augTM-ENSACAT00000005927-0	ENSACAT00000005927
OG0000436	ENSACAT00000003128-1	ENSACAT00000003128
OG0000437	augTM-ENSACAT00000002754-0	ENSACAT00000002754
OG0000437	augTM-ENSACAT00000007359-0	ENSACAT00000007278
OG0000437	augTM-ENSACAT00000030307-0	ENSACAT00000007359
OG0000438	augTMR-ENSACAT00000014840-2	ENSACAT00000014848, ENSACAT00000048025, ENSACAT00000057045
OG0000439	augTM-ENSACAT00000028808-0	ENSACAT00000045701, ENSACAT00000057582, ENSACAT00000053135, ENSACAT00000050170
OG0000441	augTM-ENSACAT00000007956-1	ENSACAT00000043466, ENSACAT00000007956, ENSACAT00000045835
OG0000442	augTM-ENSACAT00000002949-0	ENSACAT00000002949
OG0000443	ENSACAT00000006528-0	ENSACAT00000006528
OG0000444	ENSACAT00000007305-0	ENSACAT00000037686, ENSACAT00000007305
OG0000446	augTM-ENSACAT00000004443-0	ENSACAT00000004443
OG0000447	augTM-ENSACAT00000000873-0	ENSACAT00000000873
OG0000451	ENSACAT00000008295-0	ENSACAT00000008295, ENSACAT00000052276, ENSACAT00000040815, ENSACAT00000056339, ENSACAT00000055277
OG0000452	augCGP-1811.t1	ENSACAT00000051432, ENSACAT00000058542, ENSACAT00000054603, ENSACAT00000057510, ENSACAT00000047632, ENSACAT00000003736, ENSACAT00000040001, ENSACAT00000039294
OG0000456	ENSACAT00000005647-0	ENSACAT00000005647
OG0000456	augTMR-ENSACAT00000015279-1	ENSACAT00000058392, ENSACAT00000053628, ENSACAT00000057081
OG0000457	augCGP-5846.t1	ENSACAT00000015584
OG0000457	augTM-ENSACAT00000023982-1, augTM-ENSACAT00000015275-1	ENSACAT00000015275
OG0000461	augTM-ENSACAT00000004144-1	ENSACAT00000037998, ENSACAT00000048495, ENSACAT00000056534, ENSACAT00000030072, ENSACAT00000004144, ENSACAT00000057968, ENSACAT00000057662
OG0000462	augTMR-ENSACAT00000026269-0, ENSACAT00000000572-0	ENSACAT00000000572, ENSACAT00000026269
OG0000463	augTM-ENSACAT00000011876-7	ENSACAT00000039539, ENSACAT00000012868, ENSACAT00000039885, ENSACAT00000011876, ENSACAT00000027603
OG0000464	augTMR-ENSACAT00000002863-1	ENSACAT00000054147, ENSACAT00000038683
OG0000465	augTM-ENSACAT00000003954-0	ENSACAT00000043454, ENSACAT00000047260, ENSACAT00000048351, ENSACAT00000056132, ENSACAT00000003954, ENSACAT00000037199, ENSACAT00000042354
OG0000470	augTM-ENSACAT00000006862-8	ENSACAT00000045987, ENSACAT00000037580, ENSACAT00000058692, ENSACAT00000056247, ENSACAT00000006862, ENSACAT00000030235
OG0000471	augTM-ENSACAT00000016022-0	ENSACAT00000037590, ENSACAT00000046868, ENSACAT00000046714
OG0000472	augTM-ENSACAT00000015136-0	ENSACAT00000015136
OG0000473	augTMR-ENSACAT00000013974-1	ENSACAT00000013974, ENSACAT00000043225
OG0000483	augTM-ENSACAT00000011634-0	ENSACAT00000011634
OG0000483	ENSACAT00000002957-0	ENSACAT00000002957
OG0000483	ENSACAT00000006785-0	ENSACAT00000006785
OG0000484	ENSACAT00000011279-0	ENSACAT00000011279
OG0000484	augTM-ENSACAT00000005811-0	ENSACAT00000005811
OG0000485	ENSACAT00000001177-0	ENSACAT00000056378, ENSACAT00000010464, ENSACAT00000001177
OG0000487	augTM-ENSACAT00000005740-3	ENSACAT00000055351
OG0000487	ENSACAT00000029806-2	ENSACAT00000016243
OG0000488	augTM-ENSACAT00000003553-0	ENSACAT00000040560, ENSACAT00000045261
OG0000489	augTMR-ENSACAT00000029038-1	ENSACAT00000051983, ENSACAT00000048630, ENSACAT00000042469, ENSACAT00000029038, ENSACAT00000043059, ENSACAT00000056349
OG0000490	augTM-ENSACAT00000010775-0	ENSACAT00000010775
OG0000491	augTMR-ENSACAT00000011943-1	ENSACAT00000053967, ENSACAT00000040148, ENSACAT00000027191, ENSACAT00000044244, ENSACAT00000057014, ENSACAT00000036654, ENSACAT00000011943
OG0000492	ENSACAT00000000441-0	ENSACAT00000000441
OG0000493	augTMR-ENSACAT00000009189-2	ENSACAT00000049637, ENSACAT00000058808, ENSACAT00000009189
OG0000494	augTM-ENSACAT00000009828-0	ENSACAT00000009828
OG0000494	augTM-ENSACAT00000015871-0	ENSACAT00000015871
OG0000494	augTMR-ENSACAT00000002059-0	ENSACAT00000002059
OG0000495	augTM-ENSACAT00000014190-1	ENSACAT00000014190, ENSACAT00000044402
OG0000495	augTMR-ENSACAT00000030005-0, augTMR-ENSACAT00000001084-0, augTM-ENSACAT00000013796-0	ENSACAT00000013796
OG0000497	augTM-ENSACAT00000014039-1	ENSACAT00000014039
OG0000497	augTM-ENSACAT00000013354-1	ENSACAT00000013354
OG0000498	augTM-ENSACAT00000001862-0	ENSACAT00000040104, ENSACAT00000044917, ENSACAT00000046772, ENSACAT00000001862
OG0000499	augTMR-ENSACAT00000029206-0, augTMR-ENSACAT00000000981-0	ENSACAT00000029206
OG0000500	ENSACAT00000004535-2	ENSACAT00000047001, ENSACAT00000052289, ENSACAT00000009695, ENSACAT00000004535
OG0000501	augTM-ENSACAT00000013565-0	ENSACAT00000049632
OG0000502	augTM-ENSACAT00000006214-0	ENSACAT00000006214
OG0000502	augTM-ENSACAT00000005644-0	ENSACAT00000044934, ENSACAT00000005644
OG0000503	augTM-ENSACAT00000008461-1	ENSACAT00000008461, ENSACAT00000038623, ENSACAT00000043892, ENSACAT00000050888, ENSACAT00000049508
OG0000504	ENSACAT00000015296-0	ENSACAT00000015296
OG0000504	augTMR-ENSACAT00000017684-0	ENSACAT00000017684
OG0000505	augTM-ENSACAT00000014165-1	ENSACAT00000014165
OG0000505	augTM-ENSACAT00000004751-0	ENSACAT00000004751, ENSACAT00000037649
OG0000506	ENSACAT00000011069-1	ENSACAT00000011069, ENSACAT00000057918, ENSACAT00000040098
OG0000507	augTM-ENSACAT00000014204-1	ENSACAT00000045642, ENSACAT00000014204
OG0000507	augTM-ENSACAT00000014757-0	ENSACAT00000038631
OG0000508	augTM-ENSACAT00000004963-0	ENSACAT00000037935, ENSACAT00000058830, ENSACAT00000004963
OG0000509	augTM-ENSACAT00000004997-0	ENSACAT00000047936, ENSACAT00000039719, ENSACAT00000004997
OG0000510	augTM-ENSACAT00000008405-0	ENSACAT00000045832, ENSACAT00000044364, ENSACAT00000038701, ENSACAT00000008405
OG0000511	augTM-ENSACAT00000003312-0	ENSACAT00000003312, ENSACAT00000054288
OG0000512	augTM-ENSACAT00000030507-5	ENSACAT00000008550, ENSACAT00000030507
OG0000512	augTM-ENSACAT00000003235-5	ENSACAT00000057432, ENSACAT00000003235
OG0000513	augTM-ENSACAT00000001351-2	ENSACAT00000041860
OG0000513	augTM-ENSACAT00000016693-0	ENSACAT00000016693
OG0000513	augTM-ENSACAT00000003620-0	ENSACAT00000003620
OG0000514	augTM-ENSACAT00000014893-0	ENSACAT00000014893
OG0000514	augTM-ENSACAT00000000159-1	ENSACAT00000000159
OG0000516	augTM-ENSACAT00000000835-0	ENSACAT00000054883, ENSACAT00000000835
OG0000519	ENSACAT00000012304-3	ENSACAT00000046093, ENSACAT00000012304
OG0000519	augTM-ENSACAT00000007763-3	ENSACAT00000007763
OG0000522	augTM-ENSACAT00000013257-0, augTMR-ENSACAT00000025521-0	ENSACAT00000025521, ENSACAT00000013257, ENSACAT00000049446, ENSACAT00000041328
OG0000523	augTMR-ENSACAT00000012720-0	ENSACAT00000048360, ENSACAT00000012720
OG0000524	augTM-ENSACAT00000008606-0	ENSACAT00000008606
OG0000524	ENSACAT00000011795-1	ENSACAT00000011795
OG0000524	ENSACAT00000000672-1	ENSACAT00000000672
OG0000526	augTM-ENSACAT00000026757-0	ENSACAT00000026757, ENSACAT00000056868, ENSACAT00000056310
OG0000527	augTM-ENSACAT00000029735-2	ENSACAT00000017407, ENSACAT00000029735
OG0000528	augTM-ENSACAT00000017470-0	ENSACAT00000047212, ENSACAT00000017470, ENSACAT00000052947, ENSACAT00000044563
OG0000531	ENSACAT00000015540-0	ENSACAT00000047589, ENSACAT00000015540, ENSACAT00000037352
OG0000532	augTMR-ENSACAT00000015772-0	ENSACAT00000015772, ENSACAT00000052841
OG0000533	augTM-ENSACAT00000005020-1	ENSACAT00000040324, ENSACAT00000057301
OG0000535	augTM-ENSACAT00000002565-0	ENSACAT00000045935
OG0000535	augTM-ENSACAT00000015281-0	ENSACAT00000015281
OG0000536	ENSACAT00000015226-0	ENSACAT00000015226
OG0000537	augTMR-ENSACAT00000013669-2	ENSACAT00000040418, ENSACAT00000055759, ENSACAT00000013669, ENSACAT00000047725
OG0000538	ENSACAT00000007039-1	ENSACAT00000007039
OG0000538	augTM-ENSACAT00000013425-0	ENSACAT00000013425
